abstract-region;['monikus polinom', 'monic polinom'];Egyváltozós polinom, melynek főegyütthatója 1
abstract-region;['skalármennyiség', 'lépcsős', 'skalár'];Csak értékkel, iránnyal nem rendelkező fizikai mennyiség
activity;['e-mail', 'ímél', 'elektronikus levelezés', 'elektronikus levél', 'email', 'drótposta', 'videó e-mail', 'villanylevél', 'villámposta', 'e-mailek', 'e-maileket', 'elektronikus levélben', 'internet mail', 'internetes levelezés'];üzenetküldési mód
activity;['trójai háború'];Legendás háború a görögök és a trójaiak között
activity;['foxtrott', 'fox-ügetés', 'foxtrot', 'róka-ügetés', 'slowfox'];tánctípus
activity;['keringő', 'valcer', 'keringők', 'valse'];tánctípus
activity;['hohenlindeni csata', 'csata hohenlinden'];Második koalíciós háború, 1800. dec. 3.
activity;['csók', 'puszi', 'csókolózás', 'csókot', 'cuppanós csók'];Az ajkak összeérintése valamivel
activity;['dáma', 'dámajáték', 'tervezetek'];Táblás játék
activity;['baptista egyház', 'baptista mozgalom', 'baptisták', 'baptista', 'baptista vallás', 'baptist church', 'baptista lelkész'];Egy protestáns felekezet, a kereszténységen belül.
activity;['tramontana', 'tramontane', 'tramuntana', 'északi szél'];Északi szél
activity;['első keresztes hadjárat', 'i. keresztes hadjárat', 'gyártási crusade'];keresztes hadjárat a Szentföld elfoglalására (1095–1099)
activity;['harmadik keresztes hadjárat', 'a királyok keresztes hadjárata', 'harmadik keresztes háború'];keresztes hadjárat (1189-1192)
activity;['negyedik keresztes háború', 'iv. keresztes hadjárat', 'konstaninápoly elfoglalása', 'konstantinápoly kifosztása', 'latin háború', 'negyedik keresztes hadjárat'];keresztes hadjárat (1202-1204)
activity;['hatodik keresztes hadjárat', 'ii. frigyes keresztes hadjárata', 'hatodik crusade'];hadjárat (1228-1229)
activity;['hetedik keresztes hadjárat', 'seventh crusade'];hadjárat (1248-1254)
activity;['ötödik keresztes hadjárat', 'v. keresztes hadjárat', 'ötödik keresztes háború', 'ötödik crusade'];hadjárat (1217–1221)
activity;['austerlitzi csata', 'csata austerlitz'];Harmadik koalíciós háború ütközete, 1805. dec. 2.
activity;['konfliktus', 'nézeteltérés'];súrlódás vagy nézeteltérés egy csoporton belül
activity;['árnyjáték', 'árnyjáték, árnybáb', 'árnyék báb', 'árnyék bábjáték', 'árnyék mindet'];A cselekményt kétdimenziós figurák segítségével megjelenítő színjátékforma
activity;['thermopülai csata', 'csata thermopülai', 'thermopülai'];A görög és óperzsa hadseregek közt i. e. 480-ban lezajlott ütközet
activity;['dokumentumfilm', 'dokudráma', 'dokufilm', 'dokumentumsorozat', 'docudrama', 'doku-dráma', 'dokumentarista', 'dokumentumfilm film', 'dokumentumfilm sorozat', 'dokumentumfilmek', 'dráma dokumentumfilm', 'film dokumentumfilm', 'infotainment'];Valós tényeket ismertető, elemző film
activity;['labdarúgás', 'futball', 'a 11-es', 'foci', 'football', 'hosszabbítás', 'futballcsapat', 'hosszabbítás után', 'leállás ideje'];Labdajáték
activity;['film', 'mozgókép', 'filmezés', 'filmműfajok', 'filmművészet', 'filmek', 'a', 'jelentős mozgókép', 'motion picture', 'mozgás-kép', 'mozgás-kép megjelenítése', 'mozgó-kép megjelenítése', 'mozgóképek', 'mozifilm', 'nagy képernyőn', 'picture show', 'színházi film'];Alkotás
activity;['snooker', 'sznúker', 'snooker játékos'];A biliárdjáték egyik fajtája
activity;['hiphop', 'hip-hop', 'hip hop', 'rap zene', 'hip-hop művész', 'hip-hop zene', 'hip-hop zenét', 'hip hop csoport', 'hip hop zene', 'rap', 'rap csoport'];Zenei műfaj, amely stilizált ritmikus zenét tartalmaz
activity;['sakk', 'matt', 'rapidsakk', 'sakkfigurák', 'sakkjáték', 'sakkozás', 'sakktábla', 'sakk játék'];Kétszemélyes táblajáték, sportág
activity;['darts', 'soft darts', 'steel darts'];sportág és szabadidős játék
activity;['számítógépes játék', 'videojáték', 'videójáték', 'pc játék', 'számítógépes játékok', 'játékszoftver', 'számítógépes videojáték', 'valós idejű taktika', 'videójátékok', 'interaktív játék', 'pc-s játék', 'pc-s játékok', 'személyi számítógép játékok', 'személyi számítógépes játék', 'személyi számítógépes játékok', 'szórakoztató elektronikai', 'videojátékok'];személyi számítógépre írt játékprogram
activity;['fallabda', 'squash', 'squash pályák', 'squash ütők'];sportág
activity;['jégkorong', 'jéghoki', 'hoki', 'jégkorongozó', 'hokimeccs', 'női jégkorong'];Téli olimpiai csapatsportág
activity;['krikett', 'cricketers', 'krikett csapat', 'krikett játékos', 'krikett klub'];Csapatsport
activity;['tenisz', 'open era', 'lawn tennis'];Ütős labdajáték
