abstract-region;['maromiantoana'];Amin'ny matematika, ny maromiantona dia fitambarana lanjan'isa tsimiova ary miova voatoraka, izay mampiasa ny fifanampiana, fifanalana, fifampitomboana na fanainga.
activity;['mailaka'];Ny mailaka dia serivisy amin’ny aterineto izay ahafahan’ireo izay manana adiresy mailaka mandefa ary mahazo taratasy elektronika.
activity;['fifanaraham-peo'];Misy dikany maro ka izay fehezanteny mety no jereo.
activity;['filaza isa'];Ny filaza isa dia marika amin'ny teny izay milaza na tokana na maro sns ny zavatra tondroina amin'io teny io na amin'ny teny mifandray aminy.
activity;['rivodoza'];Ny rivodoza dia rivo-mahery miforona eny amin'ny habakabaka sy ny ranomasina toy ny tadio, dia ireo mitambatra ary rehefa izany dia miakatra an-tanety ary mihahery izy, ka mitondra rivotra mahatratra hatramin' ny 200 km/ora na mihoatra ary manimba zavatra betsaka sy trano maro.
activity;['konfirmasiona'];Ny konfirmasiona, ao amin' ny Fiangonana kristiana, dia fomba atao ampahibemaso manome fahafenoana ny fanomezan' ny Fanahy Masina amin' ny alalan' ny fanamafisana ny famantarana azo tamin' ny batisa.
activity;['eokaristia'];Ny eokaristia dia fomba manana ny maha izy azy ao amin' ny fivavahana kristiana izay anamasinan' ny mpanao raharaham-piangonana ny mofo sy ny divay ary isotroana sy ihinanan' ny mpivavaka izany araka ny nandidian' i Jesoa Kristy tamin' ny niarahany misakafo farany tamin' ireo mpianany manao hoe: "Izao no ataovy ho fahatsiarovana ahy".
activity;['batisma', 'fiangonana batista'];Ny batisma dia firehana iray ao amin'ny fivavahana kristiana isan'ireo sampana ara-pilazantsara izay notarihina pastora roa tamin'ny taonjato faha-17, dia ilay anglisy atao hoe John Smyth tao Holandy tamin'ny taona 1609, sy i Thomas Helwys tao Angletera tamin'ny taona 1612.
activity;['baolina kitra'];Ny Baolina kitra dia fanatanjahantena mampitohitra ekipa roa misy mpilalao 11 isany avy ao anaty kianka.
activity;['sinema'];Ny sinema dia karazan-kanto iray.
activity;["sakramenta ao amin'ny fiangonana katôlika"];Ny Sakramenta Masina dia fomba ampitana sy anomezana ny fahasoavan' Andriamanitra, izay famantarana ny fihavanana eo amin' Andriamanitra sy ny olombelona no sady fitaovana ahatongavana amin' izany.
activity;['eseky', 'eseka', 'fanorona', 'tsifahombiazana'];Ny eseky dia lalao ilalaovan'olon-droa.
activity;['firaisana ara-nofo', 'firaisana'];Ny firaisana ara-nofo dia fihetsika ara-pananahan'ny olombelona izay tonga amin'ny fanatsofohana ny lataky ny lehilahy anatin'ny lalan-jaza.
activity;['fitokavana'];Ny fitokavana dia ny fiantsoana fanahy toy ny andriamanitra, ny fanahin' ny maty, ny angatra, ny demony na devoly, sns, ao anatin' ny vavaka mba hanatrehany na hahatongavany na hihainoany, amin' ny fangatahan-javatra, izay matetika anononana ny anaran' izy ireo na ny anaram-boninahitra fiantsoana azy ireo.
