activity;['filmo dokumentalo'];Un filmo dokumentalo es la apresentasiyon de la realidad a traverso de un filmo.
activity;['beisbol', 'beyzbol'];Este artikolo uza la grafia de Aki Yerushalayim para la lingua judeo-espanyola.
activity;['taekwondo'];El Taekwondo es un arte marsial de oridjen koreano, similar en sierta forma al karate japonés.
activity;['sigunda gerra mondiala', 'sigunda gerra mondial'];La Sigunda Gerra Mondiala era una gerra desde el anyo 1939 asta el anyo 1945, entre la majorita de los payises independientes, deke se gerreyó en Evropa, Asya, Afrika, Amerika i Oseania, kon batalyas en tierra, la mar i el aire.
activity;['primera gerra mondiala'];La Primera Gerra Mondiala yegó a ser una gerra dezvelopada entre las anyadas de 1914 i 1918. orijinada en la Evropa i por modre de la rivalitad entre los payises metidos en la gerra, kresió i yegó a ser la primera en gerreyarse en mas de la metad del 'olam.
activity;['espor'];Espor: Djogo i competision en el ke se realiza un esfuerzo fisiko, sujeto a unas reglas fijas, kon el ke se persige la perfeksion i koordinasion de los movimientos, para la mejora fisika i espiritual de la persona.
activity;['krusatas', 'krusadas'];Las krusatas eran unas kampanyas echas por las armadas de varios payises de Evropa kon el buto de tornar al kontrolo de la Tierra Santa.
activity;['rasizmo', 'racismo', 'rasismo'];El rasizmo es una forma de diskriminasión de las personas basho razones rasiales komo el tono de la piel o algunas otras karakterístikas físikas de las personas, de tal modo ke algunas se konsideran superiores a otras.
activity;['inyeve'];La inyeve es la solidifikasion del agua kuando anda basho sero, es lo ke resulta de un fenomeno meteorojiko al formarse kristales chikos de yelo.
activity;['teatro'];El teatro es la parte de las artes relasionada con la aktuasión, en la kuala se aprezentan istoryas frente a una asistensia uzando una kombinasion de diskorso, aksiones, dekorasion i aranjamientos de muzika, sonetes i bayle.
activity;['arte'];El arte es una aktivitá umana, la fruta de esta aktivitá o la iddea ke se haze de ella se adressa al tino, á los sensos i á las emosyones de benaddam.
activity;['chai'];El chai es una bevida echa kon agua buyida i las ojas del arvole de té.
activity;['komersio', 'komersyo'];Komersyo sinyifika el sistema entero de ekonomiya ke konstituye la ambyentasyon por negosyos, ansi yamados komersyales.
activity;['luvya', 'pievia'];La luvya es un fenomeno de la atmosfera konformado por la kayida de gotas de agua.
agentive-figure;['buró diplomátiko', 'ambasada', 'konsulado jeneral'];Un buró diplomatiko es un buró enel kualo un grup de empiegados de un payis apresentan al su payis en otro komo musafires de este, jeneralmente en la sivdad kapitala.
agentive-figure;['unesco'];La Organizasion de las Nasiones Unidas para la Edukasiyon, la Sensia i la Kultura.
agentive-figure;['akademia'];La akademia es una sosyedad sentifika, literaria o artistika establesida kon patrosinio publiko o privado.
agentive-figure;['nasyones unidas', 'nasiones unidas', 'nasiones unitas', 'onu'];La Organización delas Naciones Unidas o simplemente Naciones Unidas es la mas grande organización internacionala que existe.
