activity;['akupunktur', 'akûpûnktûr'];Akupunktur rêbazeke çakkirinê ya hezar salan e.
activity;['e-peyam', 'e-name', 'e-posta', 'e-poste', 'email', 'ename'];E-Name, e-posta ye.
activity;['tomografî'];Tomografî, tê wateyek teknolojîk e ku pê rêbazên rîtolojîk a radyolojîk tê kirin.
activity;['kîlo'];Kîlo di Sîstema Navneteweyî ya Yekînanda pêşkokeke ku tê wateya hezarî.
activity;['nerd', 'textenerd'];Nerd an textenerd an jî tewle kevintirîn lîstika cîhanê ye.
activity;['veşartok', 'çavgirtonek', 'çavşirtonek'];Veşartok an çavgirtonek, lîstikeke şahî ya zarokan e, di vê lîstikê de hejmara lîskevanan ne bi sînor e, lê hertim ji 4 heya 10 lîskevanan tevle vê lîstikê dibin.
activity;['kupînoz', 'kupî noz'];Kupînoz lîstikek zarokaye.
activity;['sefera xaçperestan a yekem', 'sefera xaçiyayê yekem', 'seferên xaçperestan ya yekem'];Seferên xaçperestan ya yekem seferên Xaçperestanê herî pêşina bi destên xiristiyanan, bo sebeb û armancê ku Orşelîmê dîsa bidest bixin hatibû li dar xistin.
activity;['sefera xaçperestan a duyem', 'sefera xaçiyayê duyem', 'sefera xaçperesta ya duyem', 'sefera xaçperestan ya duyem', 'seferên xaçperestan ya duyem'];Sefera xaçperestan ya duyem sefera xaçperestanê duyemê bo ku xakên pîrozê di sefera sefera xaçperestanê yekem de dest xistinî hemberî misilmanan biparêzin ji aliyê xiristiyanan de hatibû dar xistin.
activity;['sefera xaçperestan a sêyem', 'rêwîtîyên xaçayê sêyem', 'rêwîtîyên xaçîyayê sêyem', 'sefera xaçiyayê sêyem', 'sefera xaçperestan ya sêyem', 'sefera xaçîyayê sêyem', 'seferên xaçperestan ya sêyem'];Sefera xaçperestan ya sêyem seferakê Xaçperestanê, ango xiristiyanen, ji bo Orşelîm ji misilmanan ji Silhedînê Eyûbîye kurd bistinin hati bû ava kirin.
