activity;['balonpede', 'futbale'];Balonpede, ye maxim lingues savat per li nome "Futbale" es li maxim populal sporte ye li monde.
activity;['shake'];Lude inventati en lun unesmi forme da Indianes kun li nome de Shaturanga, adoptati da l'Iranianes e Arabes kun li nome de شطرنج shatranj pos shitranj.
activity;['aikido'];Aikido es arte orientat al defense, kun profundi filosofial base, in li kel li defensor ridiriga li movos e li energie del atakes a mesme sen oponent.
activity;['taekwondo'];Li taekwondo (태권도. 跆拳道) es martial arte e sporte de kombate kun sen fonte in Korea.
activity;['gimnastike', 'gimnastikes'];Gimnastike es li exekuto de gimnastikal exerses kun li korpore.
activity;['balete'];Balete es klasiki danso kun musike e mimes, ma sin parlo.
activity;['edukatione'];Li vorde edukatione es derivat fro li latini educare (kun kurti u) signifikant "kreskifika" o "dresa", via "educatio/nis", kreskifiko o dreso.
activity;['sporte'];Li sporte es fisikal aktiveso segun regles.
activity;['martial artes', 'martial arte'];Martial artes es apelatione kun li maxim larji sense kelen omni signifikationes deskripte maneres de kombata bonim.
activity;['personal defense', 'personal defenso'];Li personal defense o autodefense es disipline kel agrupa junkto de prinsipales utilisat por stopar ofensiv aktione realisat konter irgi persone.
activity;['teatre'];Teatre es spektaklet da aktores tu donationa eventes a hiri audientia.
activity;['edukatione'];Li vorde edukatione es derivat fro li latini educare (kun kurti u) signifikant "kreskifika" o "dresa", via "educatio/nis", kreskifiko o dreso.
agentive-figure;['drake'];Li drake es mitologial bestie kun li forme de reptere kun quar gambes e du ales.
agentive-figure;['viverne'];Li viverne es mitologial drake kun du ales e du gambes.
agentive-figure;['mantikore'];Li mantikore es mitologial bestie kun korpore de redi leone, kape de home kun tri ranges de akuti dentes e voise kom trumpete.
agentive-figure;['unikorne'];Li unikorne es mitogial bestie kun korpore de kavale e un korne mid sen fronte.
agentive-figure;['nato'];Li NATO
agentive-figure;['europan unione', '🇪🇺'];Li Europan Unione (EU) es statal organisatione del europani states.
agentive-figure;['unionati nationes'];Li Unionati Nationes es organisatione de landes del monde.
agentive-figure;['eklesie de jesu kristo de li sanktis de li lasti dies'];Li Eklesie de Jesu Kristo de li Sanktis de li Lasti Dies es eklesie kristiani.
agentive-figure;['religione'];Religione es komun kredos e praktisos generalim tenat da grupe de homes, ofte in li forme de prego, rituale e religional lege.
agentive-figure;['nazi germania'];Nazi Germania es nome de Germania fro 1933 til 1945.
agentive-figure;['grifone'];Li grifone (latinum gryphus, fro ansieni grekum γρυψ, gryps) es mitologial bestie kun korpore de leone e kape e ales de agle.
agentive-physical-object;['animalia', 'animale'];Animales es grandi grupe de multselulal organismes, in li regia Animalia o Metazoa.
agentive-physical-object;['mammalia', 'mamifere', 'mamiferes'];Li mamiferes (klase Mammalia) es li klase de vertebrosi animales karakterisat dal presenteso de mamal glandes, kel in females produkte milke por nutrio de yunes.
agentive-physical-object;['migranti turde', 'nordamerikani robin'];Migranti turde
agentive-physical-object;['koralie'];Koralie es mikri maral animale, li kalke-skeletes de kel forma korali-rifes e isles in varmi mares.
agentive-physical-object;['chiroptera', 'vespertilie'];Vespertilies es mamiferes del ordine Chiroptera.
agentive-physical-object;['orcinus orca'];Orcinus orca es li maxim grandi spesie ek li familie de oseanal delfines (Delphinidae).
agentive-physical-object;['rodentia', 'rodere'];Rodentia es ordine de mamiferes anke nomat roderes, karakterisat per du kontinuim kreskanti insisives in li supri e subi maxiles keles mus bli akutisat per rodo.
agentive-physical-object;['monotremata'];Monotremes (fro li greki vorde monos 'singli' + trema 'true', referant al kloaka) es mamiferes kel partura oves insted naskiso vivanti yunes kom marsupiales (Metatheria) e plasental mamiferes (Eutheria).
amount-of-matter;['klore', 'cl'];Klore es li dek-sepesmi kemial elemente.
amount-of-matter;['nitrogene', 'n'];Nitrogene es li sepesmi kemial elemente.
amount-of-matter;['kalium', 'k'];Kalium es li dek-ninesmi kemial elemente.
amount-of-matter;['fosfore', 'p'];Fosfore es li dek-sinkesmi kemial elemente.
amount-of-matter;['hidrogene', 'h'];Hidrogene es li unesmi kemial elemente.
