activity;['francisco lopez alfaro'];Melldroader Spagn
activity;['hockey war skorn', 'hoke'];sport a-stroll
activity;['jazz'];Albom gant John Handy
activity;['jazz'];Albom gant John Handy
activity;['roll', 'kont', 'listenn'];dastumad elfennoù urzhiet
agentive-figure;['akademiezh', 'skol-veur'];pajenn diforc'hañ eus Wikimedia
agentive-figure;['griechisch-orthodoxe kirche'];Čvor stranica na Wikimediji
agentive-physical-object;['den', 'homo', 'homo sapiens sapiens', 'homo sapiens', 'tud'];Spesad eus kerentiad an hominidaeed hag eus ar genad Homo
agentive-physical-object;['anakin skywalker', 'darth vader'];tudenn Star Wars
agentive-physical-object;['hind'];Anv merc’hed
agentive-physical-object;['clupea pallasii', 'harink eus an habask'];Spesad pesk
agentive-physical-object;['kondor an andoù', 'vultur gryphus', 'vultur'];evn
agentive-physical-object;['pour'];plant geotennek
agentive-physical-object;["marc'h", 'kezeg', "c'hezeg", 'equus caballus', 'loen-kezeg'];loen bras pevarzroadek
agentive-physical-object;['louarn rous', 'louarn', 'vulpes vulpes'];Bronneg kigdebrer
course;['marv'];Termen peurbadus d''ar vuhez
event;['knell'];Anv-tiegezh
functional-matter;['cheeseburger'];Hamburger ennañ un tamm formaj
functional-matter;['mozzarella'];Fourmach
functional-matter;['biz dienn', 'ibil chokolad'];gwastellenn
functional-matter;['kari'];Meskad spisoù
functional-matter;['brie'];keuz
geographical-object;['lenn'];Ledennad dour
geographical-object;['roudouz', 'treuzenn', 'roudour'];Lec'h ma c'haller treuziñ ur stêr
geographical-object;['enezennig', 'enesennig', 'enezig'];Enezenn vihan
geographical-object;['kaledonia nevez', 'kaledonia-nevez', 'kanaky'];pajenn rummata eus Wikimedia
geographical-object;['lenn erie'];Lenn e Norzhamerika
information-object;['diplom skol-veur', 'derez skol-veur', 'titl skol-veur'];diplom studioù skol-veur
information-realization;['kompiler', 'kempuner'];programm stlenneg
information-realization;['levr salmoù'];Levr gant salmoù
information-realization;['levr'];Teul skrivet
information-realization;['divdaolenn'];Oberenn arzel div rann dezhi
information-realization;['miniadurenn'];Skeudenn evit enlivañ levrioù
information-realization;['murlivadur'];Oberenn livet ouzh ur voger
information-realization;['kan etrebroadel al labourerien', "kan an dispac'h", 'etrebroadel'];kanaouenn an tu-kleiz
