activity;['alimankɛlɛ fɔlɔ'];Alimankɛlɛ fɔlɔ daminɛna san 1914, a banna san 1918.
activity;['farikoloɲɛnajɛ', 'farikoloɲanajɛ', 'fàrìkòlònyenaje'];Farikoloɲɛnajɛ (tubabukan: sport) be sɛmɛ don ka fasa kɛnɛya k'a kɛbaga kisi bana caman ma.
activity;['tulon'];Tulon
activity;['ɲinini', 'nyinini'];Tɔgɔw ni tɔgɔlakaw faranfasili sariya ɲεtigεli: daɲε minnu dafalen laban nunnafɔlen don
activity;['kɔtɛba', 'fotota', 'fòtòta'];Fòtòta
activity;['kunafonilaseli', 'kùnnàfònìdìcogoyaw'];Kùnnàfònìdìcogoyaw Kadi
activity;['sanji'];Sanji bɛ ji ...
agentive-figure;['dunia wariso'];Dunia Wariso (Ingliz: World Bank) ye yɔrɔ ye min bɛ nafoloko ani feereko dɛmɛkɛ jamana yiritaw ye yiriwa programuw kadara kɔnɔ (misali, babiliw, sira daw, kalanso jɔw an'a ɲwannaw) aka kuntlena lakodɔnnnen ye fantanya dɔgɔyali ye.
agentive-figure;['jɛnselekenaani wariko kondo'];Jɛnselekenaani Wariko Kondo (Ingliz: International Monetary Fund) Franse: Fonds Monétaire International) ye jɛnselekenaani jɛkulu ye min bɛ kɔlɔshilikɛ dunia nafoloko taabolo la ka kɛɲɛ ni sɔrɔkodɔnba bolodaw ye tɔnden jamanaw kɔnɔ.
agentive-figure;['eropa jɛkulu', '🇪🇺', 'eropaka jekulu', 'eropaka jɛkulu'];Eropa Jɛkulu ye Eropa ka kelenya fanga-matarafali bolofaran ye.
agentive-physical-object;['sokɔnɔbagan'];Sokɔnɔbagan bɛ bagan so kɔnɔ.
agentive-physical-object;['wùlù', 'canis lupus familiaris', 'wulu'];Cet article est une ébauche.
agentive-physical-object;['nsirasun', 'zirasun', 'adansonia', 'sìra'];Nsirasun walima Sìra ye Afrika yiri do ye.
agentive-physical-object;['ku'];Ku ye balo ye min bé sɛnɛ.
agentive-physical-object;['fali', 'equus asinus'];Cet article est une ébauche.
agentive-physical-object;['misi', 'bos primigenius taurus'];Cet article est une ébauche.
agentive-physical-object;['jakuma', 'felis silvestris catus'];Cet article est une ébauche.
agentive-physical-object;['misi', 'bos primigenius taurus'];Cet article est une ébauche.
agentive-physical-object;['sama'];Cet article est une ébauche.
agentive-physical-object;['waraba', 'panthera leo', 'jara'];Cet article est une ébauche.
agentive-physical-object;['sigi'];Cet article est une ébauche.
agentive-physical-object;['mali', 'hippopotamus amphibius'];Cet article est une ébauche.
agentive-physical-object;['ɲɔgɔmɛ', 'camelus dromedarius'];Cet article est une ébauche.
agentive-physical-object;['ntigiɲɛ', 'ntigeɲɛ'];Ntigiɲɛ (Ingliz: ants)ye sigi finɲanma ye min bɛ Formisida bɔnda la ani jatakoli ni diden bɛɛ ye bɔnda kelen fenw ye.
agentive-physical-object;['kaba', 'zea mays'];Kaba ye sɛnɛ fɛin ye min be sɛnɛ ina fɔ suma tɔw.
agentive-physical-object;['saga', 'ovis aries'];Saga bɛ bagan.
amount-of-matter;['ji', 'h₂o'];Ji I n'a fɔ ji bɛ buteli kɔnɔ.
amount-of-matter;['nɔnɔ', 'nono'];Nɔnɔ ye jimafɛn jèma ye min bè bɔ bagan dôw la i n'a fɔ misi, saga, ba walasa k'u denw la balo.
amount-of-matter;['nɔnɔ', 'nono'];Nɔnɔ ye jimafɛn jèma ye min bè bɔ bagan dôw la i n'a fɔ misi, saga, ba walasa k'u denw la balo.
biological-object;['kunkolosɛmɛ', 'kunkolosèmè'];Kunkolosɛmɛ yɛ baganw ani mogow ka kunkolo kɔnɔ yɛ.
functional-matter;['nɔnɔ', 'nono'];Nɔnɔ ye jimafɛn jèma ye min bè bɔ bagan dôw la i n'a fɔ misi, saga, ba walasa k'u denw la balo.
functional-matter;['dɔ̀nkɔri', 'acacia senegal'];Dɔ̀nkɔri
functional-matter;['nɔnɔ', 'nono'];Nɔnɔ ye jimafɛn jèma ye min bè bɔ bagan dôw la i n'a fɔ misi, saga, ba walasa k'u denw la balo.
functional-matter;['syɛfan'];Syɛfan be syɛ ka fan.
geographical-object;['oseania'];Ɔseyani dugukolokodon ani ani dugumarakodon boloma ye yoro ye min be lakafolen dugukolo danadow la a cala minu ye jigunw ye Pasifiki Kogoji kono an' a dafela.
geographical-object;['jeliba', 'niger', 'joliba'];Jeliba yɛ baji yɛ Mali kɔnɔ.
geographical-object;['karayibu ji', 'kariyibu ji'];Karayibu Ji ye kogoji min be Atlantik Kogoji kono a be Tlebi Dugukolotilance futenici kan (tropics) k' i digi kataa Amerika dugukolofiri fan fe, ka Koron Atlantik Kogoji too sahelikoron ani Meksiko Jikori saheiltlebi.
geographical-object;['atlantik kogoji'];Atlantik Kogoji (Ingliz la: Atlantic Ocean) ye dunia kogoji tilalen bonba filanan ye.A kene be se bametri kene miliyon 106.4 (milu kene miliyon 41.1) ma.
information-realization;['zana', 'zanaw'];Zana (proverb anglεkan na) ni dɔw K'a ma ntalen, ye kuma jagocogo ɲuman dɔ ye.
information-realization;['fɔlikan', 'dɔnkili'];Fɔlikan (fɔli, fɔlifɔ) ye mankan sirukituri fe ye.
information-realization;['dɔnke'];Dɔnke
information-realization;['kuranɛ', 'kuran'];Kuranɛ
language;['esperanto'];== kɔfɛ sira ==
language;['angilɛkan', 'engliz'];Ingliz walima Anglekan ye kan ye min bɛ fɔ ni kanw bɛɛ ye diɲe kɔnɔ.
language;['latin'];Latin (linga Latīna), tariku la ye kan ye min tun be fɔ Latium ani Rome dugu kɔrɔ.
language;['espankan'];Español or Spanish language
locative-role;['kyoto'];Kyoto ye Japan ka dugu ye.
locative-role;['nanjing'];Nanjing ye China ka dugu ye.
locative-role;['ho chi minh-ville'];Ho Chi Minh-Ville bɛ Vietnam kogo dugu nyogo fa.
locative-role;['nice'];Nice ye Faransi ka dugu ye.
locative-role;['los angeles'];Los Angeles ye Amerika ka Kelenyalen Jamanaw ka dugu ye.
locative-role;['saint petersburg'];Saint Petersburg ye Risila ka dugu ye.
locative-role;["xi'an"];Xi'an ye China ka dugu ye.
locative-role;['sapporo'];Sapporo ye Japan ka dugu ye.
locative-role;['tianjin'];Tianjin ye China ka dugu ye.
locative-role;['osaka'];Osaka ye Japan ka dugu ye.
locative-role;['são paulo'];São Paulo ye Brazil ka dugu ye.
locative-role;['cema koron'];Cema Koro (Ingliz la: Middle East) (kakoro a donnen Koron Surun) ye yoro min lakafolen worodugutlebi Asia la ani Misira (Egypti).
locative-role;['valparaíso'];Valparaiso ye Chile ka dugu ye.
locative-role;['rio de janeiro'];Rio de Janeiro ye Brazil ka dugu ye.
locative-role;['istanbul'];Istanbul ye Türkiye ka dugu ye.
locative-role;['new york city'];New York City ye Amerika ka Kelenyalen Jamanaw ka dugu ye.
locative-role;['cema amerika'];Cɛma Amerika (Espanyikan: Centroamérica walima América Central) ye Amerikaw ka cɛma dugukolo ‎yɔrɔ ye .
locative-role;['latino amerika'];Meksik Dugu Kelenyalen
phenomenon;['sanji'];Sanji bɛ ji ...
physical-object;['kaseti'];Kaseti
physical-object;['telefɔni yaalata'];Telefɔni yaalata
physical-object;['gitari'];Gitari
physical-object;['sinima'];Sinima
physical-object;['ɛntɛrinɛti'];Ɛntɛrinɛti (Internet)
political-geographic-object;['kyoto'];Kyoto ye Japan ka dugu ye.
political-geographic-object;['nanjing'];Nanjing ye China ka dugu ye.
political-geographic-object;['ho chi minh-ville'];Ho Chi Minh-Ville bɛ Vietnam kogo dugu nyogo fa.
political-geographic-object;['nice'];Nice ye Faransi ka dugu ye.
political-geographic-object;['los angeles'];Los Angeles ye Amerika ka Kelenyalen Jamanaw ka dugu ye.
political-geographic-object;['saint petersburg'];Saint Petersburg ye Risila ka dugu ye.
political-geographic-object;["xi'an"];Xi'an ye China ka dugu ye.
political-geographic-object;['norwij', 'nɔriwɛzi', 'noreg', 'norge'];Norwij (Norwijikan: Norge) madɔnnen Norwij ka Faamamara, ye shariyabaju mansaya ye Kɔrɔnfɛ Eropa a sigilen Skandinavia Gunjate tlebi fan dɔ kan.
political-geographic-object;['lesoto'];Lesoto, madɔnnen Lesoto ka Faamamara ye jamana dasɔgɔlen ye ani lakorilen tew ni Worodugu Afrika ka Fasojamana ye.
political-geographic-object;['japan', 'zapɔn'];Japan, jiɲɛ jamanaw Asia.
political-geographic-object;['samoa', 'samowa'];Samoa ye jamana fitinin de ye.
political-geographic-object;['cema afrika fasojamana', 'cɛma afrika fasojamana', 'santarafiriki'];Cɛma Afrika Fasojamana (CAF) (Franse: République centrafricaine, Sango : Ködörösêse tî ‎Bêafrîka) ye jamana dasɔgɔlen ye Cɛma Afrika.
political-geographic-object;['malaysia', 'malɛzi'];Malaysia ye jamana min be Asia.
political-geographic-object;['namibia', 'namibi'];Namibia, madɔnnen Namibia ka Fasojamana, ye jamana ye min bɛ kɔrɔnfɛ Afrika Atlantik dankan dala.
political-geographic-object;['moritani', 'mɔritani', 'mauritanie'];Moritani (Arabukan na موريتانيا) tɔgɔ madɔnnen ye Moritani ka Silame Fasojamana.
political-geographic-object;['belize', 'belizi'];Belizi, korolen Britania Belizi ye jamana ye min be Cema Amerika.
political-geographic-object;['cɛmajan gine', 'cemajan gine', 'gine ekwatɔri', 'gine ekwatorial'];Cɛmajan Gine ka fasojamana (República de Guinea Ecuatorial, Espaɲɔl la), ye jamana ye Cɛma Afrika.
political-geographic-object;['komore gun', 'komɔri'];Komor (Arabukan: جزر القمر Juzur al-Qumur), madɔnnen Komor ka Faraɳɔkan (franse: Union des Comores, Arabukan: الاتحاد القمري al-Ittihad al-Qumuryy) ye jigun manto ye India Kɔgɔji kɔnɔ a sigilen Afrika dankan kɔrɔyanfan, Mozanbik Bajalan, saheliyanfan, Madagaskar saheliyanfan ani Mozanbik sahelikɔrɔ niɳɔcɛ.
political-geographic-object;['sapporo'];Sapporo ye Japan ka dugu ye.
political-geographic-object;['maroko', 'marɔku'];Maroko madɔnnen Maroko Mansamara, a bɛ Afrika Saheli fɛ min jamanadenw jatelen ka kɛ 33 848 242.
political-geographic-object;['saudia arabu ka faamamara', 'arabiya sawudiya', 'saudia arabu ka mansamara'];Saudia (madonnen Saudia Arabu ka Faamamara, Arabu la: المملكة العربية السعودية focogo: Al Mamlakah Al Arabiya Assaudiya) ye Arabu jamanaw la bonba ye Cema Koron na.
political-geographic-object;['cad', 'cadi'];Cad (Cadi, Franse Tchad) madɔnnen Cad ka Fasojamana dugukolo-datugunen jamana ye Cema Afrika.
political-geographic-object;['uganda'];Uganda ka Fasojamana ye jamana dasɔgɔlen ye Kɔrɔn Afrika, a bɛ danbɔ kɔrɔn fɛ ni Kenya, saheli fɛ Sudan, tlebi fɛ ni Kongo ka Bɛjɛfanga Fasojamana, worodugutlebi ni Rwanda, ani worodugu fɛ ni Tanzania.
political-geographic-object;['malawi'];Malawi ka Fasojamana (Engliz la Republic of Malawi kɔrɔlen ɲasaland) ye dugu min bɛ kɛ Afrika worodugu-kɔrɔn fɛ.
political-geographic-object;['zimbabwe', 'zimbabuwe'];ÈZimbabwe , madonnen Zimbabbwe ka Fasojamana korolen Worodugu Rodesia, Rodesia ka Fasojamana ani Zimbabwe Rodesia ye jamana dasogolen ye min be Afrika worodugu yan fan, a bɛ Zanbezi ni Limpopo baw ni ɳɔgɔncɛ.
political-geographic-object;['mali'];Mali, madɔnnen Mali ka Fasojamana (Franse: République du Mali) ye dugudasɔgɔlen manto ye Tlebi Afrika.
political-geographic-object;['tianjin'];Tianjin ye China ka dugu ye.
political-geographic-object;['eswatini', 'swazilandi', 'swaziland'];Eswatini, madɔnnen Eswatini ka Faamamara ye jamana dasɔgɔlen ye ani lakorilen tew ni Worodugu Afrika ka Fasojamana ye.
political-geographic-object;['ostralia', 'ositirali'];Ostralia ye dugukolokodon ani dugumarako tafan fe yoro ye min be kamarike dugukolw la minu fanba ye ye jigunw ye Pasifiki Kogoji kono an' a dafela.
political-geographic-object;['rwanda', 'ruwanda'];Rwanda ka Fasojamana ye jamana fitini ye ani jamana dasɔgɔlen min bɛ Dala Ba yɔrɔ la kɔrɔn-cɛma Afrika, a bɛ danbɔ ni Uganda, Burundi, Kongo ka Bɛjɛfanga Fasojamana ani Tanzania ye.
political-geographic-object;['zanbia', 'zanbi'];Zanbia ka Fasojamana ye jamana datugunen ye Kɔrɔnfɛ Afrika.
political-geographic-object;['kongo ka bɛjɛfanga fasojamana', 'kongo ka republiki demɔkratiki'];Kongo ka Bɛjɛfanga Fasojamana (Franse: République démocratique du Congo) kuntaalasuruyala Kongo BF, kɔrɔlen a bɛ wele Kongo Yɛrɛta Dugu, Belgik Kongo, Kongo-Leopoldville, Kongo-Kinshasa ani Zayir ye jamana lafɛnsennen sabanan ye Afrika kɔnɔ.
political-geographic-object;['honduras', 'hɔndirasi'];Honduras, espaɳ̩ikan. República de Honduras ye bɛjɛfanga fasojamana ye Cema Amerika.
political-geographic-object;['gatemala', 'gwatemala', 'guatémala'];Gatemala, Espanyikan: República de Guatemala, ye jamana ye Cema Amerika a be danbo ni ‎‎Meksik ye kataa saheli worodugu, Pasifik Kogoji worodugutlebi, Belizi ani Karaibu ‎sahelikoron, Honduras ani El Salvador kataa worodugukoron.‎
political-geographic-object;['kosta rika', 'kɔsitarika', 'crc'];Kosta Rika, madɔnnen Kosta Rika ka Fasojamana (Espaɳikan: Costa Rica walima República de Costa Rica) ye jamana ye Cema Amerika, a bɛ danbɔ ni Nikaragwa saheli, Panama kɔrɔn ani worodugu, Pasifik Kɔgɔji tlebi worodugu ani Karaibu Baji kɔrɔn.
political-geographic-object;['burundi'];Burundi madɔnnen Burundi ka Fasojamana, ye jamana fitini ye Dala Ba yɔrɔ la Afrika.
political-geographic-object;['tanzania', 'tanzani'];Tanzania madɔnnen Tanzania ka Kelenyalen Fasojamana (Swahili: Jamhuriya Muungano wa Tanzania, Engilz: United Republic of Tanzania), ye jamana ye Kɔrɔn Afrika a bɛ danbɔ ni Kenya ani Uganda saheli fɛ, Rwanda, Burundi ani Kongo ka Bɛjɛfanga Fasojamana kataa tlebi, Zanbia, Malawi ani Mozanbik kataa worodugu.
political-geographic-object;['gine'];Gine madɔnnen Gine ka Fasojamana (Franse: République de Guinée), ye jamana ye Tlebi Afrika, a dɔnnen kɔrɔlen Franse Gine.
political-geographic-object;['somali'];Somali bɛ jamana Afrika kɔnɔ.
political-geographic-object;['vietnam', 'wiyɛtinamu'];Vietnam ye jamana min bɛ Asia.
political-geographic-object;['libya', 'libi'];Libya (Arabu: ليبيا), madɔnnen Bonba Jamajeya Foroba ka Libya Arabu Jamahiriya (الجماهيرية العربية الليبية الشعبية الاشتراكية العظمى) Al-Jamahiriya al-Arabiyah al-Libiyyah aś-śa'biyyah al-Iśtirakiyah al-Udhma), ye jamana ye Saheli Afrika.
political-geographic-object;['sudan', 'sudaŋ'];Sudan madɔnnen Sudan ka Fasojamana ( Arabukan جمهورية السودان) ye Afrika ani Arabula bɛɛ labɔnba ye fɛnsɛn ta fanfɛ a bɛ jɔyɔrɔ tanan na Dunia jamana fɛnsɛn baw la.
political-geographic-object;['misra', 'eziputi'];Misra madɔnnen Misra ka Arabu Fasojamana, jamanaden tɔgɔ misraka, jamana don min bɛ Saheli Afrika.
political-geographic-object;['venezuela', 'venezuwela'];Venezuela focogo Ispanikan na (bene'swela) a togo madonnen Venezuela ka Bolivari Fasojamana (Ispanikan: República Bolivariana de Venezuela) ye funtenima jamana ye Worodugu Amerika saheli dakan kan.
