abstract-region;['multiplo'];Un numero entero "a" ye multiplo d'unatro entero "b" quan existe unatro numero natural que multiplicato por b nos da como resultato o numero a.
activity;['rugby'];O rugby ye un esporte de contacto a on dos equipes luitan por a posesión d'una pilota, l'obchetivo ye fer mas puntuación que l'equipe contrario tot respectando as reglas d'o chuego.
activity;['shiatsu', 'xiatsu'];O Shiatsu ye un metodo d'estregas por presión con os didos y o palpiello d'a man, que combate o desequilibrio d'o cuerpo y o espirito y amillora a salut d'as presonas plegando a curar qualques malotías concretas seguntes os suyos seguidors.
activity;['correu electronico', 'correu-e', 'correu eletronico', 'e-correu', 'e-mail', 'email'];O correu electronico ye o sistema que permite redactar, ninviar y recibir mensaches emplegando sistemas de comunicación electronica.
activity;['guerra de troya'];A guerra de Troya estió un conflicto belico descrito en a literatura epica griega en o qe s'enfrentoron os exercitos aqueus contra a ciudat de Troya u Ilion y os suyos aliatos, ubicata en Asia la Chica.
activity;['go'];O go ye un chuego d'estratechia de tablero, orichinario de China, an ba desembolicar-se entre las anyadas 2000 aC y 200 aC. Ye muito popular en Asia oriental, pero tamién cada vegada més espardito arredol d'o mundo.
activity;['batalla de fontenoy'];A batalla de Fontenoy estió una batalla escaicita en Fontenay l'11 de mayo de 1745 mientres a Guerra de Succesión d'Austria, y en a quala luiton d'una man as Provincias Unitas, o Reino Unito, o Electorato de Hannover y a Monarquía Habsburguica y d'atra man o Reino de Francia, con una victoria decisiva de l'Exercito francés mandato por Mauricio de Saxonia sobre os suyos adversarios.
activity;['batalla de rocroi', 'rocroi'];A batalla de Rocroi estió una batalla escaicita lo 19 de mayo de 1643 mientres a Guerra d'as Trenta Anyatas en a localidat de Rocroi, y en a quala luitoron d'una man as tropas de l'Exercito francés, mandatas por Loís II de Borbón-Condé, y d'atra man as tropas de l'Exercito espanyol mandatas por o portugués Francisco de Melo.
activity;['backgammon'];O backgammon ye un chuego de mesa d'estratechia y azar a on i compiten dos chugadors, que fan correr cada un as suyas 15 fichas en una "cursa d'obstaclos" por un tablero de 24 posicions u flechas seguntes os puntos que marquen as tiradas de dos daus.
activity;['ilesia baptista', 'ilesia baltista', 'ilesia batista'];As ilesias baptistas son un grupo d'ilesias cristianas evanchelicas, unitas por unas creyencias y organización eclesiastica comuns.
activity;['segunda cruzata'];La Segunda Cruzata estió una empresa melitar entre los anyos 1147 y 1149 dirichida por lo emperador Conrado III y por Loís VII de Francia baixo la influencia de Bernal de Claraval.
activity;['tercera cruzata'];A tercera cruzata encomenzó en l'anyo 1189 y remató en l'anyo 1192.
activity;['quatrena cruzata', 'cuarta cruzata'];A quatrena cruzata se desvinió en os anyos 1202 y 1204.
activity;["batalla d'austerlitz", "batalla d'os tres emperadors"];A batalla d'Austerlitz estió una batalla escaicita o 2 d'aviento de 1805 mientres as Guerras napolionicas en a quala luitoron d'una man as tropas de l'Exercito francés d'o Primer Imperio Francés mandatas dreitament por Napolión Bonaparte y d'atra man as tropas de l'Exercito ruso mandatas por o zar Aleixandre I de Rusia chunto con as tropas de l'Exercito austriaco mandatas por Francisco I d'Austria.
activity;['carnaval', 'carnabal'];Un carnaval ye una celebración publica muito popular en Europa y America que se fa chusto antis d'a quaresma cristiana.
activity;['fútbol', 'football', 'futbol'];O fútbol, conoixito tamién como balompiet, ye un esporte d'equipe practicato a l'aire libre entre dos equipes d'once chugadors cadagún con a finalidat de ficar a pilota con os pietz en a portería de l'equipe contrario.
activity;['cinta', 'cine', 'film'];Una cinta ye una serie d'imachens fixas que, quan se prochectan en una pantalla de forma consecutiva en rapida succesión, creyan a ilusión optica d'imachens en movimiento.
