activity;['хүлбүмбэгэ', 'футбол'];Хүлбүмбэгэ (англяар football, монголоор Хөлбөмбөг) — тус бүри арбан нэгэн тоглогшотой хоёр багай хоорондо ябагдадаг, бөөрынхы бүмбэгэ хэрэглэдэг дэлхэйдэ хамагай үргэн тархаһан багай спорт юм.
activity;['шатар'];Шатар (Санскрит: चतुरङ्ग Чатуранга, «дүрбэн анги». Перс: شَطْرَنْج Шатранж) хоёр хүн хоорондоо тоглодог хүлэгтэ тоглоон юм.
activity;['баскетбол'];Баскетбол (< англяар basketball, мүн cагсан бүмбэгэ) — нэгэ түрэлэй багай спорт юм.
activity;['хурисал'];Хурисал (ᠬᠤᠷᠢᠴᠠᠯ) гү, али бэлгын харилсаан (ᠪᠡᠯᠭᠡ ᠶᠢᠨ ᠬᠠᠷᠢᠯᠴᠠᠭ᠎ᠠ) гээшэ бэлгын жохооролгын гү, али үрэжэхын түлөө хуби хүнүүдэй бэлгын эрхэтэдэй хоорондо хэлхеэ холбоон.
activity;['эрхэтэнэй дайн'];Эрхэтэнэй дайн (эргэнэй дайн) гэжэ нэгэ уласай досоохи зохёон байгуулалтатай бүлэглэлнүүдэй хоорондо гү, али үндэһэтэнүүдэй хоорондын дайн юм.
activity;['дэлхэйн 2-дугаар дайн', 'дэлхэйн хоёрдугаар дайн'];Дэлхэйн хоёрдугаар дайн — 1939—1945 он хороондо үргэлжэлһэн дэлхэйдэхи эгээн ехэ буруушаал байһан болоод хүн түрэлхитэнэй түүхэдэхи хамагай аймшагтай дайн байһан бэлэй.
activity;['дэлхэйн нэгэдүгээр дайн'];Дэлхэйн нэгэдүгээр дайн (ДД I) — 1939 ондо болоһон cагһаа хойшо Дэлхэйн дайн, гү, али Ехэ Дайн гэжэ нэрлэгдэжэ байһаншье түүнһээ хойшо Дэлхэйн нэгэдүгээр дайн гү, али Нэгэдүгээр дэлхэйн дайн гэжэ нэрлэгдэһэн.
activity;['болбосорол'];Һуралсал гү, али болбосорол - эрдэм, уран шадабари эзэмдэшэһэн байха удха.
activity;['тамир', 'спорт'];Тамир (спорт, англяар sport, францяар 'desport' үгэһээ бууралта ) — байнгын хүсэн шармайлта, шударга тоглолтые шаардадаг зохёон байгуулалтатай, мүрысэлдөөнтэй, зугаатай, ур шадабаритай, ямар нэгэ зорилготойгоор илагша тодордог, бэеын тамирай хүдэлөөнтэ үйлэ юм.
activity;['загалмайтанай аян дайн', 'хэрээһэтэнэй аян дайн'];Хэрээһэтэнэй аян дайн — Римэй Папанууд католицизм нэрын үмэнэһөө Европын Христосой шажантануудые уряалан дуудажа 1095—1291 оной хоорондо ябуулһан 9 удаагай дайн юм.
activity;['саһан'];Саһан (ᠴᠠᠰᠤ) гээшэ агаарай дулаан 0°C-һээ доошолһон үедэ агаар мандалда дэгдээд байһан уһанай уурал бага мүльһэн кристалл болон газарта буудаг шииг нойтон. дээрэхи шииг нойтоной газарай гадаргые хушажархин буужа хайлахагүй caг зуурын шииг нойтон.
